"CellType","marker"
"naive thymus-derived CD8-positive, alpha-beta T cell","DPH5"
"naive thymus-derived CD8-positive, alpha-beta T cell","EBLN2"
"naive thymus-derived CD8-positive, alpha-beta T cell","GNG3"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF628"
"naive thymus-derived CD8-positive, alpha-beta T cell","G3BP2"
"naive thymus-derived CD8-positive, alpha-beta T cell","RSL1D1"
"naive thymus-derived CD8-positive, alpha-beta T cell","BCAS2"
"naive thymus-derived CD8-positive, alpha-beta T cell","IL16"
"naive thymus-derived CD8-positive, alpha-beta T cell","SNHG15"
"naive thymus-derived CD8-positive, alpha-beta T cell","FAM102A"
"naive thymus-derived CD8-positive, alpha-beta T cell","VPS51"
"naive thymus-derived CD8-positive, alpha-beta T cell","R3HDM4"
"naive thymus-derived CD8-positive, alpha-beta T cell","RPIA"
"naive thymus-derived CD8-positive, alpha-beta T cell","CHMP7"
"naive thymus-derived CD8-positive, alpha-beta T cell","NPM3"
"naive thymus-derived CD8-positive, alpha-beta T cell","AP1M1"
"naive thymus-derived CD8-positive, alpha-beta T cell","SPNS3"
"naive thymus-derived CD8-positive, alpha-beta T cell","POLR1E"
"naive thymus-derived CD8-positive, alpha-beta T cell","MMD"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF506"
"naive thymus-derived CD8-positive, alpha-beta T cell","POMC"
"naive thymus-derived CD8-positive, alpha-beta T cell","MAP4K2"
"naive thymus-derived CD8-positive, alpha-beta T cell","NOP14"
"naive thymus-derived CD8-positive, alpha-beta T cell","PCNT"
"naive thymus-derived CD8-positive, alpha-beta T cell","AARSD1"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF200"
"naive thymus-derived CD8-positive, alpha-beta T cell","RNF139-AS1"
"naive thymus-derived CD8-positive, alpha-beta T cell","CHRNE"
"naive thymus-derived CD8-positive, alpha-beta T cell","GEMIN4"
"naive thymus-derived CD8-positive, alpha-beta T cell","TIGD1"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF331"
"naive thymus-derived CD8-positive, alpha-beta T cell","GTF3A"
"naive thymus-derived CD8-positive, alpha-beta T cell","GPR155"
"naive thymus-derived CD8-positive, alpha-beta T cell","C12orf65"
"naive thymus-derived CD8-positive, alpha-beta T cell","TSPAN32"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF529"
"naive thymus-derived CD8-positive, alpha-beta T cell","RASA3"
"naive thymus-derived CD8-positive, alpha-beta T cell","FAM117B"
"naive thymus-derived CD8-positive, alpha-beta T cell","TSGA10"
"naive thymus-derived CD8-positive, alpha-beta T cell","TECPR1"
"naive thymus-derived CD8-positive, alpha-beta T cell","CASS4"
"naive thymus-derived CD8-positive, alpha-beta T cell","MASTL"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF250"
"naive thymus-derived CD8-positive, alpha-beta T cell","SLC25A22"
"naive thymus-derived CD8-positive, alpha-beta T cell","DDX28"
"naive thymus-derived CD8-positive, alpha-beta T cell","ACSL6"
"naive thymus-derived CD8-positive, alpha-beta T cell","AGMAT"
"naive thymus-derived CD8-positive, alpha-beta T cell","TMCO6"
"naive thymus-derived CD8-positive, alpha-beta T cell","KIF5C"
"naive thymus-derived CD8-positive, alpha-beta T cell","EPHA1-AS1"
"naive thymus-derived CD8-positive, alpha-beta T cell","CTC1"
"naive thymus-derived CD8-positive, alpha-beta T cell","AK5"
"naive thymus-derived CD8-positive, alpha-beta T cell","RNF157"
"naive thymus-derived CD8-positive, alpha-beta T cell","WNT10A"
"naive thymus-derived CD8-positive, alpha-beta T cell","TCP11L2"
"naive thymus-derived CD8-positive, alpha-beta T cell","KCNA3"
"naive thymus-derived CD8-positive, alpha-beta T cell","HOOK1"
"naive thymus-derived CD8-positive, alpha-beta T cell","GRAP"
"naive thymus-derived CD8-positive, alpha-beta T cell","MPP7"
"naive thymus-derived CD8-positive, alpha-beta T cell","TTC9"
"naive thymus-derived CD8-positive, alpha-beta T cell","XCL1"
"naive thymus-derived CD8-positive, alpha-beta T cell","FHIT"
"naive thymus-derived CD8-positive, alpha-beta T cell","ABLIM1"
"naive thymus-derived CD8-positive, alpha-beta T cell","FBLN2"
"naive thymus-derived CD8-positive, alpha-beta T cell","PLEKHB1"
"naive thymus-derived CD8-positive, alpha-beta T cell","PLXDC1"
"naive thymus-derived CD8-positive, alpha-beta T cell","THEM4"
"naive thymus-derived CD8-positive, alpha-beta T cell","PIK3CD"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF780B"
"naive thymus-derived CD8-positive, alpha-beta T cell","ABCB1"
"naive thymus-derived CD8-positive, alpha-beta T cell","PPM1N"
"naive thymus-derived CD8-positive, alpha-beta T cell","MAN1C1"
"naive thymus-derived CD8-positive, alpha-beta T cell","SEC14L2"
"naive thymus-derived CD8-positive, alpha-beta T cell","RAC3"
"naive thymus-derived CD8-positive, alpha-beta T cell","TAF4B"
"naive thymus-derived CD8-positive, alpha-beta T cell","LINC00954"
"naive thymus-derived CD8-positive, alpha-beta T cell","RAB39B"
"naive thymus-derived CD8-positive, alpha-beta T cell","MORC2"
"naive thymus-derived CD8-positive, alpha-beta T cell","EID3"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZBTB14"
"naive thymus-derived CD8-positive, alpha-beta T cell","CD79A"
"naive thymus-derived CD8-positive, alpha-beta T cell","KIAA1328"
"naive thymus-derived CD8-positive, alpha-beta T cell","TTN"
"naive thymus-derived CD8-positive, alpha-beta T cell","ICA1L"
"naive thymus-derived CD8-positive, alpha-beta T cell","UCHL1"
"naive thymus-derived CD8-positive, alpha-beta T cell","LIMS2"
"naive thymus-derived CD8-positive, alpha-beta T cell","CRMP1"
"naive thymus-derived CD8-positive, alpha-beta T cell","PKIA"
"naive thymus-derived CD8-positive, alpha-beta T cell","RHPN1"
"naive thymus-derived CD8-positive, alpha-beta T cell","GZMA"
"naive thymus-derived CD8-positive, alpha-beta T cell","MEG3"
"naive thymus-derived CD8-positive, alpha-beta T cell","CFP"
"naive thymus-derived CD8-positive, alpha-beta T cell","TMEM204"
"naive thymus-derived CD8-positive, alpha-beta T cell","CDCA7"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF790"
"naive thymus-derived CD8-positive, alpha-beta T cell","TCF19"
"naive thymus-derived CD8-positive, alpha-beta T cell","FRAT2"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF324"
"naive thymus-derived CD8-positive, alpha-beta T cell","SPIN2B"
"naive thymus-derived CD8-positive, alpha-beta T cell","TFAP4"
"naive thymus-derived CD8-positive, alpha-beta T cell","INTS5"
"naive thymus-derived CD8-positive, alpha-beta T cell","AMBRA1"
"naive thymus-derived CD8-positive, alpha-beta T cell","FAM229B"
"naive thymus-derived CD8-positive, alpha-beta T cell","CITED4"
"naive thymus-derived CD8-positive, alpha-beta T cell","OSM"
"naive thymus-derived CD8-positive, alpha-beta T cell","RIMKLB"
"naive thymus-derived CD8-positive, alpha-beta T cell","NRF1"
"naive thymus-derived CD8-positive, alpha-beta T cell","RASGRP3"
"naive thymus-derived CD8-positive, alpha-beta T cell","OLFM2"
"naive thymus-derived CD8-positive, alpha-beta T cell","GGT7"
"naive thymus-derived CD8-positive, alpha-beta T cell","LCLAT1"
"naive thymus-derived CD8-positive, alpha-beta T cell","HRH2"
"naive thymus-derived CD8-positive, alpha-beta T cell","PODXL2"
"naive thymus-derived CD8-positive, alpha-beta T cell","C16orf74"
"naive thymus-derived CD8-positive, alpha-beta T cell","ITPR3"
"naive thymus-derived CD8-positive, alpha-beta T cell","SLC25A53"
"naive thymus-derived CD8-positive, alpha-beta T cell","WBP1"
"naive thymus-derived CD8-positive, alpha-beta T cell","BDH1"
"naive thymus-derived CD8-positive, alpha-beta T cell","CORO2A"
"naive thymus-derived CD8-positive, alpha-beta T cell","WDR89"
"naive thymus-derived CD8-positive, alpha-beta T cell","ZNF227"
"naive thymus-derived CD8-positive, alpha-beta T cell","ST20"
"naive thymus-derived CD8-positive, alpha-beta T cell","MEN1"
"naive thymus-derived CD8-positive, alpha-beta T cell","GLYCTK"
"natural killer cell","GNLY"
"natural killer cell","NKG7"
"natural killer cell","KLRB1"
"natural killer cell","CTSW"
"natural killer cell","KLRD1"
"natural killer cell","CMC1"
"natural killer cell","HOPX"
"natural killer cell","CD247"
"natural killer cell","KRT86"
"natural killer cell","MATK"
"natural killer cell","CD7"
"natural killer cell","CST7"
"natural killer cell","CLIC3"
"natural killer cell","XCL2"
"natural killer cell","IL2RB"
"natural killer cell","TXK"
"natural killer cell","CCL5"
"natural killer cell","GZMA"
"natural killer cell","HCST"
"natural killer cell","XCL1"
"natural killer cell","GZMM"
"natural killer cell","TMIGD2"
"natural killer cell","MYOM2"
"natural killer cell","CCL4"
"natural killer cell","APOBEC3G"
"natural killer cell","SPON2"
"natural killer cell","FGR"
"natural killer cell","PYHIN1"
"natural killer cell","APMAP"
"natural killer cell","GZMB"
"natural killer cell","AREG"
"natural killer cell","CHST12"
"natural killer cell","SAMD3"
"natural killer cell","NCR3"
"natural killer cell","B3GNT7"
"natural killer cell","TYROBP"
"natural killer cell","CCL3"
"natural killer cell","FCER1G"
"natural killer cell","DUSP2"
"natural killer cell","CLEC2B"
"natural killer cell","SYTL3"
"natural killer cell","CRTAM"
"natural killer cell","PTPN22"
"natural killer cell","LINC00996"
"natural killer cell","MAPK1"
"natural killer cell","ID2"
"natural killer cell","NCAM1"
"natural killer cell","ITGB2"
"natural killer cell","TNFRSF18"
"natural killer cell","RUNX3"
"natural killer cell","MYO1F"
"natural killer cell","LAT2"
"natural killer cell","AOAH"
"natural killer cell","GFOD1"
"natural killer cell","CD2"
"natural killer cell","PLAC8"
"natural killer cell","IFITM2"
"natural killer cell","CD3E"
"natural killer cell","EVL"
"natural killer cell","LCK"
"natural killer cell","CD96"
"natural killer cell","DOK2"
"natural killer cell","SH2D2A"
"natural killer cell","SH2D1A"
"natural killer cell","ZAP70"
"natural killer cell","SUN2"
"natural killer cell","CD300A"
"natural killer cell","LINC00861"
"natural killer cell","MCTP2"
"natural killer cell","TNFSF14"
"natural killer cell","B2M"
"natural killer cell","HLA-A"
"natural killer cell","BTG1"
"natural killer cell","FYN"
"natural killer cell","STK17A"
"natural killer cell","ACAP1"
"natural killer cell","GIMAP7"
"natural killer cell","SLA"
"natural killer cell","LAT"
"natural killer cell","PLEK"
"natural killer cell","HAVCR2"
"natural killer cell","BIN2"
"natural killer cell","SKAP1"
"natural killer cell","STAT4"
"natural killer cell","TPST2"
"natural killer cell","PTPN4"
"natural killer cell","SLA2"
"natural killer cell","RGL4"
"natural killer cell","HLA-C"
"natural killer cell","IL32"
"natural killer cell","CCL4L2"
"natural killer cell","CD69"
"natural killer cell","ALOX5AP"
"natural killer cell","PTPRC"
"natural killer cell","RAC2"
"natural killer cell","ZBTB16"
"natural killer cell","PTPN7"
"natural killer cell","TBC1D10C"
"natural killer cell","ETS1"
"natural killer cell","JAK1"
"natural killer cell","CCND3"
"natural killer cell","GNG2"
"natural killer cell","PRKCH"
"natural killer cell","RAB27A"
"natural killer cell","ITGA1"
"natural killer cell","ABI3"
"natural killer cell","PARP8"
"natural killer cell","RNF125"
"natural killer cell","ABHD17A"
"natural killer cell","TSPAN32"
"natural killer cell","TMSB4X"
"natural killer cell","HLA-B"
"natural killer cell","HLA-E"
"natural killer cell","CORO1A"
"natural killer cell","ISG20"
"natural killer cell","IL2RG"
"natural killer cell","PIK3R1"
"natural killer cell","LITAF"
"natural killer cell","CLEC2D"
"natural killer cell","TUBA4A"
"natural killer cell","GIMAP4"
"natural killer cell","GPR65"
"natural killer cell","HLA-F"
"natural killer cell","TRAF3IP3"
"natural killer cell","ARF6"
"natural killer cell","WIPF1"
"natural killer cell","EFHD2"
"natural killer cell","ARHGEF1"
"natural killer cell","AKNA"
"natural killer cell","ARHGAP9"
"natural killer cell","BTN3A2"
"natural killer cell","APBA2"
"natural killer cell","ADRB2"
"natural killer cell","TSEN54"
"natural killer cell","PTGER2"
"natural killer cell","PLEKHF1"
"natural killer cell","YPEL1"
"natural killer cell","RPS27"
"natural killer cell","SRGN"
"natural killer cell","CXCR4"
"natural killer cell","CYBA"
"natural killer cell","PFN1"
"natural killer cell","CTSD"
"natural killer cell","ZFP36L2"
"natural killer cell","ARPC2"
"natural killer cell","LIMD2"
"natural killer cell","CD53"
"natural killer cell","ARL4C"
"natural killer cell","PIK3IP1"
"natural killer cell","PPP2R5C"
"natural killer cell","IDI1"
"natural killer cell","CNOT6L"
"natural killer cell","GLIPR2"
"natural killer cell","DENND2D"
"natural killer cell","SLFN5"
"natural killer cell","PSTPIP1"
"natural killer cell","KLRG1"
"natural killer cell","HSH2D"
"natural killer cell","STARD3NL"
"natural killer cell","ADAM8"
"natural killer cell","GIMAP6"
"natural killer cell","TTC38"
"natural killer cell","CAPN12"
"natural killer cell","OSTF1"
"natural killer cell","GNPTAB"
"natural killer cell","CEP78"
"natural killer cell","CD8A"
"natural killer cell","SPN"
"natural killer cell","SELPLG"
"natural killer cell","SLC15A4"
"natural killer cell","LPCAT1"
"natural killer cell","G6PD"
"natural killer cell","GSAP"
"natural killer cell","ASCL2"
"natural killer cell","ZNF600"
"natural killer cell","UBB"
"natural killer cell","CD38"
"natural killer cell","PIP4K2A"
"natural killer cell","LYAR"
"natural killer cell","TLE4"
"natural killer cell","DIP2A"
"natural killer cell","STK10"
"natural killer cell","AKAP5"
"natural killer cell","ABCB1"
"natural killer cell","C11orf21"
"natural killer cell","GK5"
"natural killer cell","USP28"
"natural killer cell","HBA1"
"natural killer cell","MYL12A"
"natural killer cell","IRF8"
"natural killer cell","PSMB9"
"natural killer cell","MSN"
"natural killer cell","TFDP2"
"natural killer cell","PPP1R18"
"natural killer cell","ARPC5L"
"natural killer cell","DHRS7"
"natural killer cell","C1orf21"
"natural killer cell","VPS37B"
"natural killer cell","APOBEC3H"
"natural killer cell","MIB2"
"natural killer cell","RAB37"
"natural killer cell","GNGT2"
"natural killer cell","ATP8B4"
"natural killer cell","S100A8"
"natural killer cell","LCP1"
"natural killer cell","SRSF2"
"natural killer cell","BUB3"
"natural killer cell","PRPF38B"
"natural killer cell","RAP1B"
"natural killer cell","SRGAP3"
"natural killer cell","MAFF"
"natural killer cell","RHOF"
"natural killer cell","HELZ"
"natural killer cell","ITGB7"
"natural killer cell","PRKX"
"natural killer cell","CXXC5"
"natural killer cell","TOX"
"natural killer cell","CASP8"
"natural killer cell","ITGAL"
"natural killer cell","HBA2"
"natural killer cell","PTGDS"
"natural killer cell","PRSS23"
"natural killer cell","CACYBP"
"natural killer cell","ICAM2"
"natural killer cell","GPR171"
"natural killer cell","SLC16A3"
"natural killer cell","TRAT1"
"natural killer cell","SLAMF7"
"natural killer cell","SYNGR1"
"natural killer cell","SASH3"
"natural killer cell","SCML4"
"natural killer cell","ANXA2R"
"natural killer cell","ITGAX"
"natural killer cell","FES"
"natural killer cell","HENMT1"
"natural killer cell","LEPROTL1"
"natural killer cell","ITK"
"natural killer cell","GATA3"
"natural killer cell","APOBEC3C"
"natural killer cell","IPCEF1"
"natural killer cell","FGD3"
"natural killer cell","SPOCK2"
"natural killer cell","PTGER4"
"natural killer cell","PIM1"
"natural killer cell","RASGRP1"
"natural killer cell","RBM38"
"natural killer cell","PIK3AP1"
"natural killer cell","MYBL1"
"natural killer cell","SELL"
"natural killer cell","GIMAP1"
"natural killer cell","CDC42SE1"
"natural killer cell","GPATCH8"
"natural killer cell","CHST2"
"natural killer cell","PILRB"
"natural killer cell","TRAPPC2"
"natural killer cell","RASSF1"
"natural killer cell","MOAP1"
"natural killer cell","MVD"
"natural killer cell","MBP"
"natural killer cell","IRF1"
"natural killer cell","PRMT2"
"natural killer cell","PREX1"
"natural killer cell","RNF166"
"natural killer cell","PRR5L"
"natural killer cell","MMP23B"
"natural killer cell","GTF3C1"
"natural killer cell","EIF3G"
"natural killer cell","DNAJB6"
"natural killer cell","SLC9A3R1"
"natural killer cell","PRKACB"
"natural killer cell","OFD1"
"natural killer cell","INPP5D"
"natural killer cell","INPP4A"
"natural killer cell","NFATC3"
"natural killer cell","SIRT2"
"natural killer cell","TES"
"natural killer cell","SACM1L"
"natural killer cell","OSBPL5"
"natural killer cell","SLC25A20"
"natural killer cell","ITGAE"
"natural killer cell","C1orf56"
"natural killer cell","ITGAM"
"natural killer cell","WIPF3"
"natural killer cell","THEMIS2"
"natural killer cell","FEZ1"
"natural killer cell","OASL"
"natural killer cell","IL12RB1"
"natural killer cell","PPP2R2B"
"natural killer cell","BCL11B"
"natural killer cell","TC2N"
"natural killer cell","TLE1"
"natural killer cell","F2R"
"natural killer cell","DPEP2"
"natural killer cell","S100B"
"natural killer cell","IL7R"
"natural killer cell","IGFBP2"
"natural killer cell","C1orf162"
"natural killer cell","OXNAD1"
"natural killer cell","ADAM28"
"natural killer cell","RASAL3"
"natural killer cell","SYK"
"natural killer cell","GAS7"
"natural killer cell","HBB"
"natural killer cell","SRSF5"
"natural killer cell","TAGAP"
"natural killer cell","BZW1"
"natural killer cell","PCSK7"
"natural killer cell","DDX6"
"natural killer cell","GABARAPL1"
"natural killer cell","MED10"
"natural killer cell","ATG12"
"natural killer cell","DEDD2"
"natural killer cell","COQ10B"
"natural killer cell","METRNL"
"natural killer cell","NXT1"
"natural killer cell","CSNK1D"
"natural killer cell","MOB4"
"natural killer cell","EHD1"
"natural killer cell","MLLT6"
"natural killer cell","PTK2B"
"natural killer cell","ARFGAP2"
"natural killer cell","ZNF800"
"natural killer cell","BTN3A1"
"natural killer cell","PCID2"
"natural killer cell","ISG20L2"
"natural killer cell","GPR108"
"natural killer cell","AKAP17A"
"natural killer cell","ZNF622"
"natural killer cell","DAXX"
"natural killer cell","UNC13D"
"natural killer cell","LRIF1"
"natural killer cell","CLK3"
"natural killer cell","CD226"
"natural killer cell","ZNF276"
"natural killer cell","WHAMM"
"natural killer cell","RAP2C"
"natural killer cell","TMEM120B"
"natural killer cell","CCDC28B"
"natural killer cell","NECAP1"
"natural killer cell","C1orf174"
"natural killer cell","PHKG2"
"natural killer cell","PPP1R8"
"natural killer cell","CMTR2"
"natural killer cell","PRR5"
"natural killer cell","FAM122B"
"natural killer cell","ZNF480"
"natural killer cell","RABGGTA"
"natural killer cell","CRNKL1"
"natural killer cell","TRIP4"
"natural killer cell","C7orf26"
"natural killer cell","RPUSD1"
"natural killer cell","ATXN1L"
"natural killer cell","FEM1A"
"natural killer cell","FZR1"
"natural killer cell","GPR68"
"natural killer cell","MRPL30"
"natural killer cell","DCAF15"
"natural killer cell","ZNF701"
"natural killer cell","MTA2"
"natural killer cell","METTL18"
"natural killer cell","ZNF559"
"natural killer cell","KTI12"
"natural killer cell","P2RY11"
"natural killer cell","TESK1"
"natural killer cell","TBC1D31"
"natural killer cell","CLP1"
"natural killer cell","ARIH2OS"
"natural killer cell","PLCH2"
"natural killer cell","ZNF808"
"natural killer cell","FAM43A"
"natural killer cell","LINC00528"
"natural killer cell","HSPA6"
"natural killer cell","CDKN2D"
"natural killer cell","ABHD15"
"natural killer cell","VAV3"
"natural killer cell","PAFAH2"
"natural killer cell","ZBED4"
"natural killer cell","SLC25A42"
"natural killer cell","RAB27B"
"natural killer cell","PHYKPL"
"natural killer cell","UBE2F"
"natural killer cell","SCLT1"
"natural killer cell","AKAP7"
"natural killer cell","AK5"
"natural killer cell","GCH1"
"natural killer cell","ADHFE1"
"natural killer cell","TMEM71"
"natural killer cell","CTDP1"
"natural killer cell","ORC6"
"natural killer cell","PLEKHG3"
"natural killer cell","IFITM10"
"natural killer cell","XKR8"
"natural killer cell","FSD1"
"natural killer cell","LDB2"
"natural killer cell","HES6"
"natural killer cell","SIGLEC7"
"natural killer cell","EPHA1-AS1"
"natural killer cell","LAG3"
"natural killer cell","JAKMIP2"
"natural killer cell","CPNE7"
"natural killer cell","APOBR"
"natural killer cell","AXIN1"
"natural killer cell","RIN3"
"natural killer cell","ABCA2"
"natural killer cell","CASP3"
"natural killer cell","JAKMIP1"
"natural killer cell","P2RX5"
"natural killer cell","GALNT3"
"natural killer cell","MAST3"
"natural killer cell","APOBEC3F"
"natural killer cell","TTN"
"natural killer cell","TM6SF1"
"natural killer cell","ELOVL6"
"natural killer cell","BACH2"
"natural killer cell","ERBB2"
"natural killer cell","TNFRSF9"
"natural killer cell","GRAP2"
"natural killer cell","S1PR1"
"natural killer cell","AGPAT4"
"natural killer cell","NRROS"
"natural killer cell","NEIL1"
"natural killer cell","CCL18"
"natural killer cell","S100P"
"natural killer cell","SERPINE2"
"natural killer cell","FBP1"
"natural killer cell","LAYN"
"natural killer cell","MPZL3"
"natural killer cell","ENPP4"
"natural killer cell","SLC37A1"
"natural killer cell","ATG9A"
"natural killer cell","ZNF626"
"natural killer cell","CENPF"
"natural killer cell","HEG1"
"natural killer cell","TBXAS1"
"natural killer cell","YES1"
"natural killer cell","SPRY2"
"natural killer cell","NAALADL1"
"natural killer cell","FAM8A1"
"natural killer cell","RAMP1"
"natural killer cell","DOCK5"
"natural killer cell","CTSF"
"natural killer cell","GOLM1"
"natural killer cell","ST3GAL4"
"natural killer cell","ISYNA1"
"natural killer cell","EGR2"
"natural killer cell","MIAT"
"natural killer cell","CYSLTR1"
"natural killer cell","NCALD"
"natural killer cell","PATL2"
"natural killer cell","DENND3"
"natural killer cell","SH2D3C"
"natural killer cell","PLEKHO2"
"natural killer cell","LLGL2"
"natural killer cell","CASP10"
"natural killer cell","ZNF677"
"oligodendrocyte","CADM2"
"oligodendrocyte","LSAMP"
"oligodendrocyte","ZBTB20"
"oligodendrocyte","NPAS3"
"oligodendrocyte","PCDH9"
"oligodendrocyte","KCND2"
"oligodendrocyte","PLCB1"
"oligodendrocyte","CTNND2"
"oligodendrocyte","MAML2"
"oligodendrocyte","QKI"
"oligodendrocyte","PPP2R2B"
"oligodendrocyte","NCAM2"
"oligodendrocyte","PARD3"
"oligodendrocyte","FTX"
"oligodendrocyte","MAGI2"
"oligodendrocyte","NRCAM"
"oligodendrocyte","OPHN1"
"oligodendrocyte","AKT3"
"oligodendrocyte","WWOX"
"oligodendrocyte","SOX6"
"oligodendrocyte","MMP16"
"oligodendrocyte","NCAM1"
"oligodendrocyte","NOVA1"
"oligodendrocyte","MAP2"
"oligodendrocyte","TNIK"
"oligodendrocyte","TCF12"
"oligodendrocyte","FGF14"
"oligodendrocyte","DLG2"
"oligodendrocyte","KCNQ5"
"oligodendrocyte","GPHN"
"oligodendrocyte","MKLN1"
"oligodendrocyte","FRMD5"
"oligodendrocyte","SIK3"
"oligodendrocyte","KAZN"
"oligodendrocyte","MCF2L2"
"oligodendrocyte","CLASP2"
"oligodendrocyte","AHCYL1"
"oligodendrocyte","PDE4DIP"
"oligodendrocyte","DTNA"
"oligodendrocyte","PHLPP1"
"oligodendrocyte","SLC44A1"
"oligodendrocyte","SCD5"
"oligodendrocyte","DMD"
"oligodendrocyte","MAPK10"
"oligodendrocyte","DNM3"
"oligodendrocyte","SORBS1"
"oligodendrocyte","SEMA5A"
"oligodendrocyte","CNTN1"
"oligodendrocyte","HIP1"
"oligodendrocyte","AKAP6"
"oligodendrocyte","PHYHIPL"
"oligodendrocyte","KIF13A"
"oligodendrocyte","KIF1B"
"oligodendrocyte","TNRC6A"
"oligodendrocyte","NCKAP5"
"oligodendrocyte","RERE"
"oligodendrocyte","SH3D19"
"oligodendrocyte","LINC00511"
"oligodendrocyte","CLEC16A"
"oligodendrocyte","ZHX2"
"oligodendrocyte","PRUNE2"
"oligodendrocyte","ZSWIM6"
"oligodendrocyte","LRRC4C"
"oligodendrocyte","PRKCA"
"oligodendrocyte","LRIG1"
"oligodendrocyte","TTC28"
"oligodendrocyte","MBD5"
"oligodendrocyte","FMNL2"
"oligodendrocyte","TANC2"
"oligodendrocyte","CLASP1"
"oligodendrocyte","EIF4G3"
"oligodendrocyte","SLC39A11"
"oligodendrocyte","CASK"
"oligodendrocyte","MAPT"
"oligodendrocyte","PDE8A"
"oligodendrocyte","DCLK2"
"oligodendrocyte","ZHX3"
"oligodendrocyte","PPP1R9A"
"oligodendrocyte","SOX5"
"oligodendrocyte","NEBL"
"oligodendrocyte","USP54"
"oligodendrocyte","TMEM108"
"oligodendrocyte","FMN2"
"oligodendrocyte","SCN3A"
"oligodendrocyte","TRIM9"
"oligodendrocyte","ARHGEF4"
"oligodendrocyte","NRXN3"
"oligodendrocyte","PLCL1"
"oligodendrocyte","MBOAT2"
"oligodendrocyte","KAT2B"
"oligodendrocyte","KANSL1L"
"oligodendrocyte","WDFY3"
"oligodendrocyte","FIGN"
"oligodendrocyte","ARHGAP21"
"oligodendrocyte","DIP2C"
"oligodendrocyte","NEGR1"
"oligodendrocyte","HDAC4"
"oligodendrocyte","ATP9A"
"oligodendrocyte","DNER"
"oligodendrocyte","FAM13C"
"oligodendrocyte","REPS1"
"oligodendrocyte","TMEM161B-AS1"
"oligodendrocyte","JAKMIP2"
"oligodendrocyte","TRAF3IP2-AS1"
"oligodendrocyte","AMBRA1"
"oligodendrocyte","LMCD1-AS1"
"oligodendrocyte","PHF21A"
"oligodendrocyte","GRID1"
"oligodendrocyte","SYTL4"
"oligodendrocyte","NALCN"
"oligodendrocyte","PTBP2"
"oligodendrocyte","KIAA1958"
"oligodendrocyte","SOBP"
"oligodendrocyte","ZNRF3"
"oligodendrocyte","CACNA2D1"
"oligodendrocyte","TNKS"
"oligodendrocyte","L3MBTL4"
"oligodendrocyte","NAV3"
"oligodendrocyte","LRRC1"
"oligodendrocyte","SPIRE1"
"oligodendrocyte","MGAT4C"
"oligodendrocyte","SLC1A2"
"oligodendrocyte","FUT9"
"oligodendrocyte","CPEB3"
"oligodendrocyte","EHBP1"
"oligodendrocyte","SLC44A5"
"oligodendrocyte","RASA1"
"oligodendrocyte","SLAIN1"
"oligodendrocyte","GAB2"
"oligodendrocyte","CSMD2"
"oligodendrocyte","FAM168A"
"oligodendrocyte","MAP4K3"
"oligodendrocyte","MED12L"
"oligodendrocyte","EYS"
"oligodendrocyte","PHACTR3"
"oligodendrocyte","XKR4"
"oligodendrocyte","ANKFN1"
"oligodendrocyte","KLHL32"
"oligodendrocyte","BCKDHB"
"oligodendrocyte","ARNT2"
"oligodendrocyte","ADAM22"
"oligodendrocyte","NR6A1"
"oligodendrocyte","GPR158"
"oligodendrocyte","KCNMB4"
"oligodendrocyte","DNAJC6"
"oligodendrocyte","MAP2K5"
"oligodendrocyte","STK32A"
"oligodendrocyte","LINC00632"
"oligodendrocyte","SYN3"
"oligodendrocyte","ZSWIM5"
"oligodendrocyte","NT5DC3"
"oligodendrocyte","DENND2A"
"oligodendrocyte","SLC16A9"
"oligodendrocyte","TRPC1"
"oligodendrocyte","NOS1AP"
"oligodendrocyte","CNKSR2"
"oligodendrocyte","GPR137C"
"oligodendrocyte","APC2"
"oligodendrocyte","APBA1"
"oligodendrocyte","PTPRG"
"oligodendrocyte","NTRK2"
"oligodendrocyte","LIFR"
"oligodendrocyte","ASTN2"
"oligodendrocyte","CADPS"
"oligodendrocyte","C1orf61"
"oligodendrocyte","BCAN"
"oligodendrocyte","SMOC1"
"oligodendrocyte","SLC1A3"
"oligodendrocyte","AHCYL2"
"oligodendrocyte","RAPGEF4"
"oligodendrocyte","ATRNL1"
"oligodendrocyte","TMEM178B"
"oligodendrocyte","NAV2"
"oligodendrocyte","FAM155A"
"oligodendrocyte","NTM"
"oligodendrocyte","CSMD1"
"oligodendrocyte","ANK2"
"oligodendrocyte","PTPRD"
"oligodendrocyte","PID1"
"oligodendrocyte","AGAP1"
"oligodendrocyte","NBEA"
"oligodendrocyte","ZNF609"
"oligodendrocyte","ARHGAP32"
"oligodendrocyte","ZDHHC14"
"oligodendrocyte","STK33"
"oligodendrocyte","TMEM232"
